N,P,K,temperature,humidity,ph,rainfall,label
128,115,29,15.2,71.3,5.519088423,152.2,Soybean
54,4,89,17.1,52.1,6.079178788,286.6,Soybean
54,49,162,17.4,83.2,6.13465588,197.1,Soybean
125,99,199,27.3,57.2,5.808497604,178.3,Soybean
7,108,58,16.4,51.7,5.891458107,274.7,Soybean
38,108,170,19.8,85.1,5.816622479,298.9,Soybean
192,95,122,39,89.6,5.843163161,246.2,Soybean
132,36,30,32.4,69.9,6.376756633,226,Soybean
192,155,158,22.2,79.3,5.623615687,116.8,Soybean
145,184,59,33.2,56.2,5.91505509,228.5,Soybean
23,166,98,37.4,40.1,6.458714879,213,Soybean
141,31,72,26.1,86.9,5.565028635,100.6,Soybean
181,113,35,28.9,81.9,6.211833161,240.4,Soybean
132,145,145,21.1,42.1,6.490074429,188.8,Soybean
152,82,171,35.1,43.4,5.590236025,233.4,Soybean
127,160,88,20.9,84.4,6.225225239,240.4,Soybean
147,195,133,35,59.5,6.190757459,267,Soybean
43,123,26,32.8,46.5,5.915568968,59.7,Soybean
60,133,7,19.9,72.9,6.195152442,93.2,Soybean
71,33,184,39.4,61.2,6.156373499,129.2,Soybean
105,136,53,22.1,77.5,6.313197204,147.1,Soybean
88,64,177,25.3,69.6,6.324270089,80.4,Soybean
80,27,160,20.2,59,5.707488987,86.4,Soybean
31,45,120,15.8,70.8,6.119216009,71.4,Soybean
146,45,103,16.7,83.5,5.571401169,169.7,Soybean
126,98,9,39.2,75.1,5.63127166,236.7,Soybean
173,181,23,39.6,53.1,6.101241579,271.5,Soybean
10,84,148,21.6,51.4,6.438137279,127.2,Soybean
126,13,88,17.6,65.9,6.098369122,267.4,Soybean
46,65,154,24.8,57.5,5.695267822,125.9,Soybean
155,122,93,39.5,45.2,5.618094446,242.8,Soybean
42,199,131,35.2,57.2,6.435785799,118.7,Soybean
51,167,183,23.1,82.8,6.176644228,161.5,Soybean
179,75,102,23.7,89.3,6.220643671,129.6,Soybean
4,64,152,25.8,67.4,5.871702211,149.6,Soybean
169,48,95,24.5,61.3,6.390741836,182.8,Soybean
168,64,52,28.8,63,6.21084479,58.2,Soybean
24,37,64,29,68.3,6.012696655,199.2,Soybean
147,147,184,24.6,85,5.908770059,124.3,Soybean
149,195,19,30.6,87.4,6.049801781,105.5,Soybean
127,75,39,28.2,56.2,6.010095853,297.8,Soybean
107,102,149,20.3,43.2,5.738678895,106,Soybean
188,90,10,19.3,81.3,5.74055541,181.6,Soybean
177,78,198,25.1,48,5.793260262,143.7,Soybean
145,160,134,18.8,69,5.50947065,76.2,Soybean
46,106,84,26.9,56.6,5.986442306,107.8,Soybean
161,162,109,38.4,60.1,5.790768046,243.9,Soybean
126,159,189,35.5,54.3,5.915546415,104,Soybean
144,190,6,37.1,56.7,6.242528278,148,Soybean
181,114,167,30.9,62.6,6.036079266,268.6,Soybean
5,141,151,24.8,80.8,5.829898502,92,Soybean
130,49,54,31.3,50.4,6.088064451,55.8,Soybean
102,145,140,33.7,67.9,6.469370954,77.6,Soybean
161,93,83,32,40.8,5.720726906,263.1,Soybean
100,131,87,17.6,45.5,5.80766417,126.8,Soybean
28,132,160,18.1,55.4,5.703381728,110,Soybean
35,11,128,28.3,47,6.165001278,223.4,Soybean
107,187,189,32.7,66.1,6.002481605,238.6,Soybean
80,49,142,30.7,66.7,6.212369363,264.3,Soybean
121,88,124,32.3,42.2,5.765308943,60.7,Soybean
37,29,22,19.4,64.3,5.740764682,130.8,Soybean
86,132,35,29.1,69.8,5.879119455,236.7,Soybean
184,52,150,20.8,80.4,6.099478745,245.6,Soybean
51,154,2,33.3,71.4,5.674403359,58.6,Soybean
184,55,97,16.2,82.1,5.694243847,249.7,Soybean
178,109,160,24,85.7,5.905494703,289.9,Soybean
168,9,103,37.8,88.8,6.110844721,176.8,Soybean
37,35,104,25.2,88.7,6.020445317,287.9,Soybean
139,113,66,15.9,42.2,6.435917308,177.7,Soybean
130,14,27,33.8,66.9,5.505393833,79.9,Soybean
154,189,171,21.5,60.6,5.677719902,167,Soybean
16,23,43,27.5,59.2,5.719014989,100.5,Soybean
51,110,15,29.3,62.1,6.275572298,183.2,Soybean
153,136,158,35.9,43.7,6.275384607,299.5,Soybean
19,115,27,19.8,71.7,6.201911642,276.8,Soybean
89,45,66,32.6,67.5,5.758054257,72.2,Soybean
52,79,96,37.8,67.1,6.323933647,203.9,Soybean
147,12,74,21.5,78.1,5.901100841,160.8,Soybean
138,121,30,28.5,68.1,5.644486582,189.2,Soybean
37,91,116,35.9,70,6.235461772,165.6,Soybean
73,176,180,39.9,40.9,6.28236237,116,Soybean
55,118,92,35.4,65.3,6.356090905,278.3,Soybean
40,0,35,20.1,67.2,5.837258235,232.6,Soybean
118,146,121,20,79.6,5.653437902,135.4,Soybean
83,27,113,36.2,57.9,5.727469947,134.5,Soybean
2,58,157,22.4,66.5,6.200111068,87.7,Soybean
94,79,45,19.1,60.3,5.614471478,61.3,Soybean
158,182,34,24.8,58.7,6.257369799,208.1,Soybean
166,158,85,27,88.3,6.037430836,62.1,Soybean
47,116,167,21.4,70.1,5.760457558,150,Soybean
143,101,9,34.3,83.9,6.158164422,155.9,Soybean
134,188,137,23.9,76,6.387431383,148.6,Soybean
127,193,43,26.1,53.1,5.891413895,288.4,Soybean
55,22,35,25,74,5.725418961,155.7,Soybean
122,143,32,38.6,60.7,6.281069505,195.6,Soybean
48,91,159,29.9,65,5.507641778,79,Soybean
188,115,191,37.3,84.5,5.954626604,73.8,Soybean
0,172,125,21.2,85.8,4.757114897,170,Soybean
33,92,195,18.5,66.6,5.699586972,55.7,Soybean
72,80,184,39.4,53.5,5.977413803,266.1,Soybean
47,114,48,22.9,60,6.430139436,243.1,Soybean
7,7,174,24,63.7,6.113935087,225.1,Soybean
65,34,18,20.1,61.4,5.074272692,258,Soybean
130,186,118,32.5,43.7,5.667507706,213,Soybean
25,68,180,16.9,86.8,5.978634285,281.3,Soybean
191,46,195,23.8,52.5,5.064613314,94.2,Soybean
187,127,160,30.2,46.9,4.772385986,252.9,Soybean
83,59,71,31.3,80.2,5.161148592,289.2,Soybean
179,178,58,36.3,82.6,6.797779227,69.1,Soybean
151,20,141,27.8,65.6,6.39474303,296.5,Soybean
174,5,68,16.9,44.5,5.566704378,74.4,Soybean
50,129,83,27.9,71.8,5.755049971,181.2,Soybean
188,110,80,22.7,70.7,5.417340525,138.6,Soybean
166,76,158,20.9,62.6,6.166173834,282.5,Soybean
184,162,193,24.2,40.4,5.191265116,194.4,Soybean
126,34,167,36.1,54.3,4.954739564,190.2,Soybean
80,160,77,39.8,63.3,5.664587011,150.9,Soybean
193,108,50,17.3,61.2,5.548584852,186.6,Soybean
137,197,166,17.9,63.8,6.804437106,129.3,Soybean
99,49,130,39,64,6.097869767,113.5,Soybean
82,126,58,28.5,51.8,5.075504537,292,Soybean
123,194,14,17.8,44.7,4.546466109,203.1,Soybean
86,88,140,26.1,48.2,5.855119268,277.4,Soybean
135,98,82,20.5,89.6,6.442393461,102.6,Soybean
88,119,106,29,57,4.507523551,136.9,Soybean
174,93,103,21.9,61.8,6.10729559,208.6,Soybean
90,90,87,33.2,42.5,6.47544932,165.1,Soybean
164,44,62,15.3,61.1,6.832979509,83.8,Soybean
61,112,34,39.5,66.3,5.395275719,188,Soybean
173,40,65,15.7,59.1,6.13526938,117.1,Soybean
33,52,77,32,87.1,4.555688532,162.1,Soybean
0,35,110,38.4,52.6,6.434197756,225.1,Soybean
93,155,49,35.5,69.3,5.316875978,75.5,Soybean
109,100,93,17.1,87.6,5.279388967,147.3,Soybean
70,2,114,19.5,65.2,6.720041791,189.2,Soybean
151,133,42,37.5,59.1,5.72742254,165.5,Soybean
163,111,185,38.2,46.1,4.691396195,122.3,Soybean
190,65,19,30.8,77.4,6.810186079,73.2,Soybean
57,138,94,26.7,80.3,6.454045329,268.5,Soybean
81,70,16,30.5,73.2,5.842763773,125.9,Soybean
190,14,51,19.3,46.2,5.024124684,64.7,Soybean
60,198,179,39.8,47.2,6.422710539,180.8,Soybean
176,78,104,33.6,70.4,4.94295037,215.9,Soybean
51,63,51,38.7,63.9,6.414526606,207.4,Soybean
17,40,65,37.8,86.5,6.777788126,223.3,Soybean
8,95,164,38,85.1,6.441328044,185.9,Soybean
176,91,159,31.9,74.7,4.650536197,236.9,Soybean
8,43,83,19.7,42.5,5.254532213,145.3,Soybean
194,147,44,22.5,49.5,5.910634533,172.7,Soybean
62,146,137,24.6,67.3,4.755273631,76.7,Soybean
179,62,149,38.4,44.6,6.814630246,236.7,Soybean
131,49,186,39.7,49.5,5.342866119,96.7,Soybean
128,178,112,30.4,82.1,6.336234624,158.8,Soybean
77,192,19,32.9,45.2,4.754435025,229.9,Soybean
83,186,126,30.3,55.8,6.831706773,90.9,Soybean
190,5,178,39.3,73.6,6.967417766,97.5,Soybean
178,128,33,32.6,74.8,4.947683034,146.6,Soybean
166,53,113,33.9,71.7,5.630619901,182.8,Soybean
28,108,116,15,45.2,6.27339822,118.3,Soybean
189,35,190,35.1,40.2,6.472774648,211.4,Soybean
130,62,78,15.6,73.1,6.953246506,73.6,Soybean
109,82,72,36.7,67.8,5.643710216,186,Soybean
133,71,197,21.7,83.4,6.392313973,226.6,Soybean
130,15,56,30.2,82.7,4.981816523,67.4,Soybean
23,197,69,40,75.4,5.421265283,127.6,Soybean
163,1,180,28.4,78.1,6.942520105,185.4,Soybean
152,144,89,32.6,46.1,5.435840509,179.3,Soybean
186,41,186,30.9,48.3,5.870116071,197.1,Soybean
157,61,67,15.7,65.2,4.74910393,100.9,Soybean
165,11,122,15.2,67,5.497946899,217.7,Soybean
83,5,28,27.6,62.4,6.811291098,123.6,Soybean
54,199,124,19.3,51.3,6.460542749,214.1,Soybean
168,174,171,29.3,62.2,4.791146778,296.6,Soybean
17,84,123,29.8,85.8,6.4841522,105.7,Soybean
141,198,159,21.4,88,6.526654345,192.5,Soybean
36,44,41,35.7,84.3,6.279133738,176.5,Soybean
93,20,103,31.5,61,6.052026047,142.6,Soybean
120,62,17,24.9,51.3,5.73171945,276.6,Soybean
10,199,2,21.5,50.2,5.32307197,132.4,Soybean
127,81,172,35.1,53.4,4.66910839,235.9,Soybean
26,144,144,37.9,64.6,5.101206389,267.4,Soybean
109,118,126,18.1,41,5.339556562,114.4,Soybean
82,42,158,27.6,88.6,5.061081874,96.7,Soybean
175,132,160,28.1,59.2,5.821106036,237.7,Soybean
14,10,125,21.1,77.4,5.956027059,139.1,Soybean
197,17,27,20.6,67,5.676032581,245.7,Soybean
181,87,124,17.8,53.2,6.524114355,264.5,Soybean
67,155,9,24.8,69.6,6.273953676,99.5,Soybean
106,139,169,33.7,70.7,6.128167757,112.3,Soybean
88,44,111,17.7,82.1,4.934964765,116.8,Soybean
48,38,65,17.3,74.4,5.445008416,229,Soybean
99,147,50,17.6,72.7,4.525722333,236,Soybean
8,42,169,21.2,60.2,5.403908328,73.3,Soybean
188,164,84,39.2,55.2,6.621623545,201.9,Soybean
74,115,137,29.7,77.6,6.207495815,131.7,Soybean
140,111,170,25.3,50.2,5.418475257,72.3,Soybean
186,57,191,28.2,61.1,6.112305667,234.1,Cotton
160,96,82,15.4,42.9,6.092241627,207.5,Cotton
188,73,161,23.9,44.4,5.896343436,244.7,Cotton
32,13,132,32.3,47.8,6.15526103,143.9,Cotton
107,123,108,17,84.2,5.732453638,190.5,Cotton
189,36,2,16.8,66.9,6.253034534,298.7,Cotton
59,93,66,20.1,42.7,6.106190557,107.9,Cotton
178,1,111,17.8,44.8,5.647202395,274.7,Cotton
125,153,142,29.9,48.6,6.130310493,123.9,Cotton
3,131,176,17.4,77.5,6.499604931,209.5,Cotton
92,15,15,25.7,69,5.554831977,224.5,Cotton
66,179,115,24.9,78.1,5.800242694,173.1,Cotton
9,81,134,33.2,40.1,5.570290539,245,Cotton
56,128,100,23.7,43.5,6.27564088,147.2,Cotton
200,49,195,36.1,47.7,5.536645599,237.3,Cotton
78,189,4,35.6,54.4,6.208196881,128.8,Cotton
150,180,51,31.7,79.5,5.870600622,175,Cotton
117,158,131,16.3,85.6,6.334771461,250,Cotton
148,2,25,20.4,40.2,5.856575335,117.8,Cotton
86,62,15,37.1,59.9,5.898944282,94.3,Cotton
28,13,64,34.4,41.8,5.775600435,157.7,Cotton
126,182,50,24.6,77.5,5.931101816,51.7,Cotton
190,173,192,26.2,50.4,6.2286454,78.4,Cotton
58,57,120,28.2,66.2,5.594240603,232.5,Cotton
95,87,151,30.4,51.8,5.569230319,156.8,Cotton
141,183,17,32.9,56.2,5.93202852,278.1,Cotton
126,14,187,34.5,67.6,6.423216506,122,Cotton
107,11,90,38.6,89.8,6.417500829,134.9,Cotton
199,1,85,21.2,74.5,6.234904253,244.9,Cotton
141,51,67,29.5,86.8,6.000573725,161,Cotton
100,97,170,30.7,44.9,5.685102769,84.2,Cotton
144,143,29,24.7,44.7,5.662140095,286.1,Cotton
171,11,75,15.2,87.8,6.358186848,150.2,Cotton
147,153,180,35.2,57.6,6.119495295,228.6,Cotton
128,124,137,32.3,56.8,6.207600783,204.6,Cotton
121,59,36,28.9,82.1,6.48754639,73.7,Cotton
117,83,29,36,62.1,5.81717753,106.3,Cotton
124,65,27,39.8,55.8,6.325480034,177.3,Cotton
68,61,103,21.5,71.8,5.562790949,171.5,Cotton
68,11,25,28.1,72.1,6.487369687,292.1,Cotton
47,193,186,21.1,83.7,6.116982944,151,Cotton
12,132,9,19,69.4,5.695792761,204.5,Cotton
126,37,97,26,45.7,5.734317007,106.2,Cotton
108,194,39,36.7,54.2,6.329499832,63.7,Cotton
156,129,100,27.9,43.1,6.167013532,117.7,Cotton
170,135,173,26.6,48.4,5.653776058,239.5,Cotton
3,35,123,31.7,50.2,5.840256272,120.9,Cotton
105,199,54,22.5,75.1,5.539980812,278.8,Cotton
57,162,131,17.9,62.5,5.833302165,94.1,Cotton
138,50,16,22.4,77.7,6.399433771,129.1,Cotton
164,103,16,17.5,87,6.138958698,196.6,Cotton
10,131,40,20.2,48.4,5.972850838,195.8,Cotton
118,127,187,15.4,68.5,6.456079585,204.7,Cotton
22,185,124,24.2,43.3,6.336426667,187.4,Cotton
28,38,75,30.3,71.8,6.425419926,204.8,Cotton
148,43,170,19.7,75.8,6.294395676,168.8,Cotton
144,156,69,31.1,40.3,6.477768039,152.4,Cotton
174,17,53,22.2,86.5,5.931538447,278.7,Cotton
51,106,144,15.9,70.4,5.980598579,60.4,Cotton
181,109,87,37.3,51.4,6.389783283,170.8,Cotton
33,60,114,31,75.7,5.693287415,187.2,Cotton
74,16,143,25.9,65.9,6.00299607,292.4,Cotton
103,10,123,19.1,60,6.372959542,233,Cotton
113,81,108,17.7,75.8,5.510924849,234.2,Cotton
190,105,78,31,56.8,5.69945282,72.1,Cotton
182,100,159,21.3,42.7,5.778594403,282.6,Cotton
155,153,122,37.6,44,6.315586313,219.7,Cotton
168,132,3,25.5,63,5.971813006,278.5,Cotton
71,104,151,37.4,89.3,5.891195653,254,Cotton
70,142,94,30.3,76.2,6.129812716,138,Cotton
12,99,9,31,86.6,6.313085601,89.3,Cotton
75,58,141,31,70.8,6.053662544,78.8,Cotton
198,76,182,27.5,44.6,5.804799142,171.8,Cotton
100,155,184,36.3,56.2,6.400719746,171,Cotton
8,99,73,19.1,56.2,5.953966361,269.4,Cotton
54,101,80,26.6,87.4,5.609255992,180.6,Cotton
183,136,21,15,65.8,5.777271492,149.6,Cotton
56,150,183,17.2,87.7,5.682395429,131.6,Cotton
116,153,18,18.7,41.1,5.863996687,81,Cotton
38,165,179,19.3,55.2,6.444373116,283.6,Cotton
61,103,138,22.3,42.4,5.550832178,221.2,Cotton
81,96,32,28.8,87.1,6.107741788,279.8,Cotton
188,22,27,35,41.8,5.620745638,269,Cotton
62,58,74,25.3,45.5,6.349875906,246,Cotton
127,176,118,30.6,43,6.484323189,129,Cotton
14,153,53,19.4,41.9,5.838748311,173.5,Cotton
29,143,167,21.1,60.8,6.29099842,157.5,Cotton
47,129,135,24.1,50.5,5.638328481,235.6,Cotton
72,163,143,31.2,41.2,6.415555956,241.2,Cotton
56,72,12,21.2,64.8,6.323722572,129,Cotton
197,38,34,20.4,62.6,5.757009965,52.8,Cotton
68,178,13,34.7,70.2,6.158689406,82.8,Cotton
86,66,140,31.7,86.2,5.733539807,56.6,Cotton
199,66,40,25.3,44.1,5.908724337,169.3,Cotton
7,19,154,37.7,41.9,6.361141107,243.9,Cotton
173,0,137,22.5,50.3,5.96537863,269,Cotton
109,132,67,32.4,74.9,6.476757723,206.8,Cotton
139,121,148,32.7,51.8,6.224542938,162.8,Cotton
126,122,183,32.5,51.4,6.209928251,64.3,Cotton
61,74,179,37.4,41.5,5.841138354,175.6,Cotton
43,30,162,35,52.8,6.283818329,211,Cotton
96,40,157,34.9,86.5,6.818261383,176.3,Cotton
85,164,124,29.6,75.7,6.37620108,141.1,Cotton
90,86,173,30.2,85.7,6.581587932,157,Cotton
52,23,120,37,70.4,6.932739726,266.7,Cotton
43,179,181,19.3,43,6.140099215,91.8,Cotton
163,58,190,25,64,6.467095849,248.5,Cotton
58,133,146,28.4,41.1,6.849471704,70.2,Cotton
118,93,102,38.4,61.8,6.512196212,140.3,Cotton
160,124,38,17.4,63,6.039584629,293,Cotton
199,177,7,33.5,64.6,6.057697106,98.6,Cotton
25,85,62,24.1,56.2,6.423898762,60.1,Cotton
19,170,51,26.7,40.9,6.936997681,160.6,Cotton
196,155,108,25.8,61.3,6.251286661,59.6,Cotton
171,98,161,38.8,80,6.190015912,92.3,Cotton
68,27,1,26.7,81.1,6.681606702,249.6,Cotton
86,162,41,19.7,81.4,6.51075991,69.3,Cotton
37,63,86,37.7,63.6,6.770278088,78.4,Cotton
45,184,187,37.2,46.9,6.429788073,206.5,Cotton
165,122,30,27.8,87.1,6.209888345,186.7,Cotton
107,101,195,31.5,78.3,6.419052193,68.6,Cotton
88,104,92,24.2,61.3,6.237861736,177.1,Cotton
42,192,77,26.9,53.7,6.762471629,222.1,Cotton
118,148,114,39.4,45.2,6.612847999,52,Cotton
83,196,57,30.6,68.8,6.704688865,256.8,Cotton
67,186,78,31.4,72.2,6.049609892,230.2,Cotton
107,63,138,23.8,67,6.762030215,120.3,Cotton
97,181,144,30.3,52.2,6.65398725,150.7,Cotton
104,123,142,17.6,52.5,6.738030547,251.9,Cotton
58,74,68,26.7,66.1,6.095689937,123.3,Cotton
79,186,6,17.6,43.6,6.538006356,273.9,Cotton
4,121,119,27.5,89,6.377427122,164,Cotton
172,139,71,28.6,76.5,6.417011754,255.1,Cotton
197,166,188,35.8,55.4,6.649086972,90,Cotton
60,46,122,40,58.6,6.25933595,145,Cotton
32,81,106,36.5,75.1,6.121168559,296.9,Cotton
133,157,42,27.9,55.1,6.031424482,79.5,Cotton
14,171,134,18.8,50,6.835268184,197.6,Cotton
134,113,51,39.1,58.9,6.551750306,178.5,Cotton
163,37,185,27,40.3,6.940236218,249.4,Cotton
168,157,148,20.2,54.1,6.87606733,200.2,Cotton
56,71,88,38.2,57.5,6.457216535,209.7,Cotton
130,10,157,34.1,78.5,6.921847888,205.7,Cotton
168,109,105,32.2,64,6.881425746,297.7,Cotton
115,66,48,32.3,46.1,6.915717008,101.7,Cotton
79,140,166,15.7,41.2,6.206247494,155,Cotton
140,123,52,22.9,56.2,6.29542477,218.4,Cotton
81,76,153,28.3,57.4,6.399669044,260.8,Cotton
46,58,114,29.3,43.1,6.862157042,247.8,Cotton
179,157,84,39.8,75.1,6.224066378,210.3,Cotton
7,129,178,32,68.7,6.093814669,133.7,Cotton
149,128,182,20.1,48.4,6.291540278,256.6,Cotton
164,102,92,23.3,73.4,6.32281728,267.4,Cotton
195,93,112,33.6,43.6,6.873283991,223.9,Cotton
158,24,192,21.6,75,6.074209622,124.1,Cotton
34,154,138,17.8,47,6.49889585,209.5,Cotton
116,72,164,37.7,82.5,6.678805092,191,Cotton
2,152,138,21.7,67.9,6.114128685,238.6,Cotton
131,48,39,27.2,40.6,6.405054243,169.2,Cotton
148,181,163,36.9,52,6.110142735,72.2,Cotton
158,87,134,24.8,45.9,6.828982708,226,Cotton
12,176,57,27.1,44.4,6.451499764,298.1,Cotton
68,55,59,29.8,47.9,6.313512999,182.5,Cotton
24,51,89,25.6,81.3,6.755192025,251.9,Cotton
75,125,34,18.5,89,6.623167177,58,Cotton
11,90,34,32.9,70.3,6.12532356,163.2,Cotton
178,73,101,22.5,59.1,6.653867608,58.3,Cotton
93,89,98,22.3,69.7,6.343942518,200,Cotton
112,27,83,23.1,58,6.217300786,117.6,Cotton
189,35,112,18.1,69.8,6.286387658,51.1,Cotton
75,9,84,23.4,65.6,6.7698938,104.3,Cotton
21,117,119,28.7,71.4,6.744966312,283.9,Cotton
178,140,96,36.9,40.6,6.391858432,70.9,Cotton
73,156,61,27.1,79,6.770434148,257.1,Cotton
138,133,30,24,43.3,6.727468157,213.7,Cotton
194,49,143,36,44.4,6.662244646,98.2,Cotton
182,183,125,19.8,79,6.944640222,179.7,Cotton
175,10,35,35.8,69.6,6.507110986,82.2,Cotton
98,154,138,28.7,89.5,6.520663422,240.6,Cotton
24,46,200,38.9,65.2,6.106500787,291.7,Cotton
185,180,134,29.4,51.3,6.277484043,198.8,Cotton
1,13,66,27.5,57.7,6.195142279,126.5,Cotton
30,18,181,25.9,60.8,6.792035575,52.9,Cotton
146,100,86,39.2,41.1,6.472756256,222.2,Cotton
158,150,82,28.9,74.5,6.000975617,294.7,Cotton
112,44,82,15.5,89.1,6.587791262,247.1,Cotton
126,158,142,31.1,50.3,6.956508826,188,Cotton
62,14,114,26.4,83,6.259086583,129,Cotton
49,74,39,19.3,77.1,6.747537642,166.8,Cotton
132,178,162,22.5,64.9,6.932537231,177.4,Cotton
69,100,171,19.5,69.8,6.353107393,231.8,Cotton
89,32,121,26.9,84.9,6.211748957,179.4,Cotton
186,200,168,23.9,76.7,6.277245254,122.7,Cotton
100,13,140,33.2,75.6,6.560443519,157.8,Cotton
175,176,132,15.7,85.9,6.903020221,138.4,Cotton
168,154,4,36.8,78.4,6.765094964,75.3,Cotton
98,140,95,37.3,65.7,6.189213927,232.9,Cotton
62,49,151,33.2,77,6.904241707,223.5,Cotton
99,199,187,25.8,62,6.463271076,172.3,Cotton
88,131,170,34.4,74.9,6.260838965,148.1,Cotton
175,9,95,29.1,59.2,6.776533055,250.2,Cotton
164,7,114,25.5,66,6.528404378,170.6,Cotton
78,6,56,33.4,52.9,6.750145572,286.1,Cotton
170,112,54,30.3,64.9,6.562832807,108.2,Cotton
198,33,179,33.7,53.7,6.117530021,184.6,Cotton
35,16,28,27.4,50.8,6.076459669,118.4,Cotton
48,91,95,26.4,88.5,6.293486295,267,Cotton
165,66,77,24.5,44.7,6.069171847,178.4,Cotton
131,103,103,39.4,71.8,6.740983646,107.5,Cotton
17,102,2,36.2,63.9,6.201797639,125.1,Cotton
52,86,173,26.1,72.7,6.041027474,207.9,Cotton
107,10,142,29.2,84.8,6.019372459,253.3,Cotton
184,20,148,29.7,58.6,6.704104127,149.2,Cotton
29,49,100,17.4,47.6,6.494251024,131.8,Cotton
50,49,177,35.7,77.4,6.224535449,247,Cotton
150,29,38,23.4,76.1,6.160414414,105.8,Cotton
173,32,20,21,51.2,6.168757984,290.6,Cotton
73,170,90,34.8,53.4,6.085444691,279.6,Cotton
131,164,91,33.3,44.4,6.159050816,230.2,Cotton
130,34,178,25.3,58.9,6.606033244,132,Cotton
180,176,50,37.7,59.6,6.447662945,97.8,Cotton
22,187,139,31.4,81.9,6.105909623,246.4,Cotton
64,45,81,31.8,52.1,6.559763394,100.8,Cotton
82,130,199,33.9,81.5,6.14410903,190,Cotton
74,58,14,27.5,75.8,6.099662369,162.3,Cotton
47,186,42,32.3,86.6,6.413927319,176.8,Cotton
21,111,76,27.4,41.5,6.075144116,290.5,Cotton
82,163,133,18.4,42.1,6.123802502,93.1,Cotton
154,19,179,31,43.8,6.698468621,106.5,Cotton
136,59,97,38.1,74.9,6.088885814,127.4,Cotton
104,83,107,38.7,65.6,6.367800632,217.2,Cotton
143,63,120,36.3,68.9,6.425930938,114.8,Cotton
106,148,148,37.2,82.3,6.469983276,92.9,Cotton
32,41,123,38,78.5,6.094016338,191.3,Cotton
62,33,137,36.8,55.5,6.150090899,241.7,Cotton
88,133,187,15.1,74.2,6.646962425,195.6,Cotton
162,142,123,37.7,49.4,6.379690748,225.1,Cotton
142,12,33,39.4,58.2,6.732834334,177,Cotton
157,163,30,32,84,6.126019932,155.7,Cotton
53,110,162,19.3,80.6,6.161123579,54.7,Cotton
75,191,192,19,80.7,6.442810053,196.8,Cotton
56,102,118,32.1,72.6,6.732049075,259,Cotton
71,183,142,32.2,76.2,6.243673725,133.7,Cotton
27,195,108,19.1,73.7,6.266208727,115.6,Cotton
189,32,0,22.1,87.2,6.350623739,50.6,Cotton
111,170,169,22.4,60.5,6.002927293,203.6,Cotton
198,192,108,23.7,66.8,6.342573112,240.8,Cotton
88,172,146,29,83.5,6.163921248,288.6,Cotton
132,73,169,18,47.4,6.121745389,101,Cotton
138,39,86,24.4,61.8,6.130160473,68.2,Cotton
109,43,26,22.1,74.5,6.440584681,100.4,Cotton
5,107,111,36.1,76.6,6.185053234,236.5,Cotton
34,199,94,34.6,83.3,6.157724816,61.7,Cotton
136,113,152,16.4,44,6.776987974,100.7,Cotton
81,103,125,32.5,44.3,6.431970877,130.9,Cotton
61,80,31,24.5,74.7,6.708743843,227.5,Cotton
15,29,11,23.6,52.4,6.010739645,100.8,Cotton
61,50,23,32.5,61.1,6.365956658,94.6,Cotton
73,6,177,24.3,56.1,6.668382766,207.6,Cotton
41,129,179,32.1,77.4,6.74669542,132.1,Cotton
21,162,4,17.6,79.6,6.031665834,52.6,Cotton
64,2,114,19.2,82.9,6.40077205,60.6,Cotton
160,192,92,16.5,43.3,6.448792689,140.5,Cotton
78,110,78,18.2,41.1,6.251420275,291.7,Cotton
84,156,126,30.6,73.1,6.274452811,258.1,Cotton
127,106,69,38.2,60.5,6.135996372,278.5,Cotton
27,13,33,17.1,42.2,6.194090172,83.2,Cotton
167,38,30,29.2,51.7,6.327822962,225.6,Cotton
166,45,148,26.1,58.3,6.212567211,194.5,Cotton
118,114,130,24.3,62.4,6.640470863,210.4,Cotton
156,113,116,36.6,57.7,6.685553129,299.2,Cotton
189,9,119,24.3,45.2,6.327210469,139.3,Cotton
36,189,3,22.4,58.3,6.35544263,264.3,Cotton
148,1,153,23.2,84.4,6.085682344,291.3,Cotton
78,88,139,15.7,80.8,6.781050373,200.9,Cotton
68,185,146,31.4,76.8,6.630301421,110.8,Cotton
170,163,72,21.4,54.3,6.484799661,193.8,Cotton
53,61,168,35.5,75.8,6.566759102,207.3,Cotton
68,176,135,29.7,72.5,6.170520518,284.6,Cotton
1,116,0,24.7,49.9,6.012480351,147.9,Cotton
182,75,30,30.5,63.4,6.541150335,72.4,Cotton
160,131,53,29.5,42.7,6.341400922,163.2,Cotton
16,148,127,16.2,43.9,6.150686364,148.5,Cotton
189,142,178,17.9,88,6.438008153,249.3,Cotton
98,89,70,37.6,65,6.547041903,114.9,Cotton
146,166,32,17,57.1,6.399891457,135.9,Cotton
179,151,105,31.6,85.6,6.186770318,52.8,Cotton
126,175,196,36.3,47.6,6.159020864,66.4,Cotton
142,60,69,36.4,54.2,6.660954816,166.8,Cotton
89,183,143,37.6,89.2,6.504906979,72.2,Cotton
64,9,180,19.2,79.4,6.706053225,80.1,Cotton
122,20,168,16.9,89.3,6.067665498,198,Cotton
119,193,19,37.8,50.2,6.419083092,244.6,Cotton
128,155,89,34.3,73.8,6.39637861,271.6,Cotton
9,64,148,20.8,65.7,6.375923383,160.1,Cotton
79,106,30,19.2,41.1,6.700337732,162.2,Cotton
